,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,positioning,vision,penalties,aggression,interceptions,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,preferred_foot_encoded,attacking_work_rate_encoded,defensive_work_rate_encoded,player_role
36942,79,38,68,69,54.0,75,79.0,79,57,77,73,77,69.0,72,64.0,76,66.0,79,74,67,63,37.0,79,72,72,74,75,78.0,4,4,4,4,4,0,2.0,1.0,1
117033,61,64,48,74,59.0,71,69.0,66,72,73,72,68,68.0,72,70.0,65,64.0,73,52,63,67,73.0,50,51,57,43,44,35.0,11,16,12,11,14,1,1.0,1.0,4
64259,25,45,72,51,30.0,39,23.0,27,44,56,58,65,45.0,65,44.0,69,72.0,70,83,39,56,27.0,32,73,70,78,75,74.0,15,12,9,10,15,0,1.0,2.0,1
92432,68,65,47,67,55.0,72,56.0,63,53,71,73,78,73.0,53,73.0,63,34.0,80,56,61,64,73.0,56,70,32,13,13,14.0,16,15,9,11,14,1,2.0,1.0,6
44972,69,66,60,70,59.0,72,73.0,61,67,75,85,83,74.0,66,76.0,73,75.0,72,77,68,70,62.0,57,67,47,32,41,35.0,14,12,8,10,7,1,2.0,1.0,6
96956,49,48,50,67,41.0,51,46.0,41,59,59,79,82,83.0,70,77.0,46,54.0,54,41,49,42,49.0,42,77,68,64,65,68.0,6,12,6,13,14,1,1.0,2.0,3
94965,70,82,67,79,77.0,74,76.0,69,71,80,82,77,85.0,81,80.0,72,82.0,71,65,76,85,76.0,77,66,38,23,34,38.0,6,10,8,8,6,1,1.0,1.0,4
156430,86,69,63,77,61.0,78,83.0,48,79,78,77,78,75.0,77,69.0,73,59.0,65,67,64,76,80.0,63,48,22,13,16,12.0,9,10,8,13,8,1,,,6
96918,20,12,13,30,15.0,11,15.0,12,27,18,35,33,47.0,59,39.0,44,59.0,28,73,16,11,37.0,22,25,16,12,14,20.0,71,62,65,65,76,1,1.0,1.0,0
152146,50,19,77,72,18.0,28,39.0,34,64,59,55,62,56.0,68,50.0,60,68.0,61,80,24,28,37.0,52,72,81,75,76,68.0,13,7,11,14,10,0,1.0,2.0,1
81266,13,16,15,17,16.0,14,13.0,13,26,13,49,46,34.0,67,42.0,22,66.0,38,68,14,15,35.0,21,24,23,13,12,14.0,72,68,58,66,75,0,1.0,1.0,0
177998,21,12,14,45,16.0,19,24.0,13,40,24,45,50,44.0,70,49.0,46,75.0,38,77,19,13,56.0,20,36,24,20,15,19.0,74,74,66,69,80,1,1.0,1.0,0
74888,56,27,78,63,17.0,44,38.0,58,61,53,32,34,34.0,67,31.0,74,78.0,64,90,70,32,45.0,44,79,75,76,78,67.0,13,15,7,14,14,0,1.0,1.0,1
136430,54,53,70,74,34.0,62,65.0,55,71,53,36,38,34.0,66,48.0,69,57.0,70,88,67,32,68.0,68,71,72,60,72,57.0,14,11,7,16,9,0,2.0,2.0,3
91804,64,66,62,67,67.0,76,62.0,65,63,74,90,90,83.0,67,82.0,73,70.0,67,63,72,72,66.0,68,66,40,17,26,25.0,11,10,9,11,9,1,1.0,0.0,4
2046,43,36,76,68,40.0,51,35.0,48,67,61,40,52,35.0,65,47.0,74,49.0,74,90,35,52,61.0,52,83,76,63,77,59.0,6,14,13,14,7,1,1.0,2.0,3
154620,55,58,51,57,55.0,71,57.0,58,44,70,82,78,90.0,61,75.0,60,78.0,83,57,51,59,61.0,44,59,37,14,19,15.0,11,14,14,14,15,1,2.0,1.0,4
157338,57,70,74,62,64.0,65,70.0,52,46,68,66,69,62.0,72,57.0,75,76.0,74,79,57,77,63.0,65,81,29,20,24,19.0,6,6,11,9,7,0,1.0,2.0,4
102452,52,50,53,75,42.0,66,64.0,47,65,72,70,68,79.0,61,73.0,57,74.0,78,67,65,51,59.0,50,76,79,58,78,67.0,14,9,10,15,14,1,,,3
102508,35,30,72,60,22.0,40,41.0,30,65,60,44,55,44.0,66,62.0,47,76.0,60,68,34,33,45.0,30,74,72,76,76,73.0,8,9,11,9,10,0,0.0,2.0,1
121184,68,49,70,66,57.0,66,54.0,72,63,63,69,72,63.0,67,65.0,81,76.0,80,75,67,42,55.0,64,70,70,69,68,68.0,11,9,10,15,10,0,1.0,1.0,1
16991,36,74,74,68,67.0,64,58.0,46,59,68,69,75,66.0,77,67.0,72,70.0,65,72,69,80,58.0,55,59,54,28,32,34.0,10,15,8,13,6,1,2.0,2.0,7
138268,75,39,77,74,43.0,74,75.0,73,76,75,85,78,60.0,73,74.0,65,91.0,79,70,54,70,64.0,49,79,67,75,76,78.0,8,8,14,16,10,0,2.0,1.0,1
10279,66,56,58,73,66.0,71,74.0,70,77,75,72,75,79.0,70,85.0,65,81.0,84,59,70,66,74.0,68,89,62,60,66,75.0,16,6,8,6,9,1,2.0,1.0,2
6358,15,13,12,27,14.0,18,16.0,18,38,26,44,43,47.0,67,43.0,41,66.0,34,62,15,11,24.0,23,34,19,16,19,14.0,68,67,65,66,68,0,1.0,1.0,0
152883,62,67,32,80,34.0,72,46.0,48,65,74,78,80,78.0,77,80.0,63,60.0,84,68,54,67,69.0,42,77,76,66,70,67.0,15,8,7,11,9,1,2.0,2.0,2
96377,59,23,52,57,26.0,60,53.0,32,48,60,71,71,56.0,60,72.0,30,62.0,68,57,29,50,32.0,35,58,65,65,63,68.0,13,16,8,12,13,0,1.0,1.0,4
60823,33,25,53,42,23.0,31,31.0,60,39,34,65,64,49.0,51,59.0,55,71.0,62,70,26,30,33.0,40,73,59,61,65,64.0,8,9,7,15,8,0,1.0,1.0,4
17797,41,46,61,68,56.0,54,61.0,70,64,68,54,64,70.0,71,63.0,79,72.0,80,75,72,45,64.0,58,70,61,65,68,63.0,9,11,11,11,11,1,,,3
160481,18,16,17,32,13.0,19,18.0,19,40,33,41,35,31.0,74,44.0,39,63.0,30,69,19,10,49.0,25,26,13,10,13,14.0,75,78,65,69,75,1,1.0,1.0,0
38212,49,37,38,62,46.0,50,46.0,35,58,61,66,71,72.0,50,72.0,53,53.0,62,57,40,42,45.0,50,52,51,56,53,51.0,7,14,13,10,8,1,1.0,1.0,4
119286,75,49,69,71,75.0,69,62.0,40,61,72,78,76,69.0,76,65.0,72,82.0,83,70,68,60,60.0,49,74,74,70,74,74.0,11,6,6,13,7,1,2.0,1.0,1
1683,61,35,62,61,34.0,65,43.0,39,57,63,79,76,65.0,66,81.0,37,62.0,72,52,29,51,48.0,47,58,65,63,69,62.0,12,11,6,15,8,1,1.0,1.0,2
17277,55,72,79,71,66.0,69,43.0,51,36,71,63,77,66.0,75,59.0,74,81.0,65,75,62,77,65.0,71,71,32,35,32,24.0,14,10,9,12,11,1,1.0,1.0,7
42160,64,61,34,66,64.0,67,67.0,65,65,69,67,62,71.0,61,65.0,72,59.0,58,57,71,62,63.0,49,41,29,27,41,31.0,16,6,9,7,7,1,1.0,1.0,4
161777,65,64,73,61,57.0,65,51.0,55,60,68,66,65,60.0,65,49.0,71,67.0,75,86,65,72,62.0,66,72,61,54,54,50.0,7,8,11,9,10,1,1.0,0.0,4
172506,39,77,75,61,56.0,59,49.0,39,36,65,70,65,65.0,68,65.0,69,84.0,66,65,64,83,49.0,69,29,20,20,21,22.0,14,13,12,8,14,1,2.0,1.0,7
44518,57,55,57,58,51.0,61,49.0,52,56,63,78,75,74.0,58,65.0,59,57.0,67,62,54,61,58.0,46,59,62,53,57,56.0,14,10,13,14,11,0,2.0,1.0,4
92578,75,75,69,70,69.0,74,64.0,55,69,75,85,88,80.0,70,70.0,79,62.0,62,64,74,75,70.0,69,43,48,15,29,20.0,16,10,15,14,11,1,1.0,1.0,6
40901,65,60,50,75,64.0,71,74.0,73,73,75,74,76,73.0,71,73.0,64,68.0,70,66,70,65,73.0,69,59,59,39,49,47.0,8,14,13,10,9,0,2.0,1.0,5
95678,12,12,13,22,13.0,14,11.0,14,23,23,50,52,31.0,71,30.0,23,63.0,45,66,14,14,55.0,14,36,24,12,14,12.0,66,70,70,74,73,1,1.0,1.0,0
608,35,22,81,58,30.0,35,36.0,59,42,53,40,53,34.0,63,31.0,58,73.0,64,83,50,25,40.0,68,81,70,74,76,71.0,11,12,12,15,15,1,0.0,1.0,1
35295,63,74,66,68,60.0,69,57.0,33,64,71,51,55,63.0,75,55.0,74,60.0,83,75,69,77,60.0,73,64,22,33,39,37.0,11,8,14,13,7,1,2.0,1.0,7
41439,67,40,61,68,60.0,74,70.0,28,53,66,93,93,86.0,68,75.0,73,68.0,88,67,51,67,61.0,38,75,57,66,69,69.0,7,15,7,11,11,1,2.0,1.0,1
106754,18,11,14,39,11.0,12,13.0,13,37,31,35,45,35.0,73,27.0,13,55.0,30,77,11,13,41.0,23,41,26,18,15,14.0,79,73,81,74,76,1,1.0,1.0,0
11931,91,58,54,88,76.0,78,92.0,93,90,86,47,33,44.0,88,64.0,75,33.0,59,59,77,48,94.0,83,49,57,40,50,39.0,5,4,1,5,2,1,0.0,0.0,5
15711,60,27,76,70,34.0,59,34.0,56,65,65,76,78,63.0,72,50.0,70,72.0,65,81,40,33,57.0,40,86,69,77,79,74.0,14,15,10,12,8,1,1.0,1.0,1
35746,70,49,63,69,54.0,66,71.0,69,70,69,57,60,67.0,65,59.0,74,64.0,85,73,68,59,59.0,61,82,62,68,68,67.0,13,14,13,7,9,0,1.0,1.0,1
6893,55,42,72,56,25.0,55,27.0,17,48,57,70,73,71.0,66,69.0,57,83.0,77,80,40,59,50.0,34,73,65,76,74,74.0,12,13,8,10,9,1,2.0,1.0,1
41522,52,58,56,74,48.0,62,52.0,63,64,69,53,52,62.0,77,62.0,62,66.0,90,71,64,54,69.0,57,69,69,53,66,65.0,8,11,15,15,10,1,1.0,2.0,4
154947,62,50,68,66,38.0,58,31.0,37,64,66,69,68,59.0,71,48.0,65,64.0,79,81,44,52,61.0,59,68,66,73,72,69.0,13,12,7,9,10,1,1.0,1.0,1
43934,59,65,55,74,59.0,75,68.0,61,68,75,74,72,81.0,68,90.0,69,50.0,63,33,64,66,73.0,67,71,42,41,53,51.0,16,11,7,15,11,1,1.0,1.0,4
107069,73,64,45,74,67.0,65,71.0,62,79,73,60,56,72.0,72,65.0,73,55.0,76,72,73,63,73.0,57,79,69,54,65,57.0,7,6,14,10,15,0,1.0,1.0,4
81623,62,61,48,66,55.0,64,64.0,67,63,62,73,71,77.0,61,71.0,60,56.0,78,63,66,63,62.0,57,83,54,56,61,59.0,6,8,7,7,8,1,2.0,1.0,2
1462,21,18,23,26,22.0,14,15.0,23,37,19,33,31,43.0,65,48.0,23,55.0,27,66,19,13,47.0,22,33,18,13,21,21.0,69,62,59,64,69,1,1.0,1.0,0
154130,63,72,69,62,68.0,72,74.0,63,48,76,75,73,75.0,70,64.0,74,85.0,66,64,66,72,60.0,74,40,32,28,33,28.0,14,10,15,15,6,1,1.0,1.0,7
12873,64,66,66,72,67.0,65,62.0,52,68,68,57,55,57.0,70,71.0,76,64.0,77,70,68,66,68.0,67,75,57,64,72,71.0,6,12,11,9,6,1,2.0,2.0,4
158333,79,56,55,68,57.0,77,74.0,69,61,73,79,80,72.0,73,70.0,69,81.0,90,74,63,64,62.0,59,91,76,61,78,72.0,9,11,9,16,8,0,2.0,1.0,2
1828,56,75,66,65,70.0,62,66.0,53,53,69,76,74,70.0,73,77.0,66,75.0,70,60,62,74,66.0,79,47,34,19,21,14.0,8,7,6,6,16,1,2.0,0.0,7
115066,62,40,58,56,28.0,65,40.0,35,41,62,82,83,60.0,69,64.0,45,62.0,69,68,38,63,54.0,50,79,62,61,63,60.0,13,11,10,12,7,1,1.0,1.0,2
142377,39,47,74,65,45.0,49,47.0,42,61,63,58,63,57.0,69,56.0,69,72.0,91,80,54,62,61.0,57,83,65,52,65,62.0,10,13,7,11,6,1,2.0,2.0,4
21947,81,48,68,79,61.0,62,62.0,59,69,74,77,74,73.0,72,80.0,68,82.0,72,75,61,60,55.0,49,83,75,77,73,78.0,16,15,14,8,14,0,1.0,1.0,1
143800,32,20,66,58,23.0,39,28.0,26,67,50,64,70,55.0,60,45.0,42,77.0,71,76,23,13,42.0,33,76,69,73,70,73.0,10,15,12,16,7,1,1.0,2.0,1
21774,72,64,38,77,63.0,72,73.0,70,69,75,81,79,76.0,71,75.0,62,69.0,67,46,64,75,74.0,72,55,48,39,50,45.0,12,15,10,13,13,0,1.0,1.0,6
155618,69,38,55,69,50.0,72,63.0,45,63,72,75,77,75.0,55,77.0,67,56.0,76,65,46,55,55.0,56,46,31,35,30,35.0,12,5,15,10,10,1,1.0,1.0,6
79737,60,54,63,70,56.0,67,54.0,48,63,69,69,68,74.0,65,75.0,72,82.0,84,61,60,60,64.0,58,75,68,71,70,70.0,16,8,9,8,8,1,2.0,2.0,1
79706,62,54,84,70,72.0,62,59.0,60,70,68,65,72,59.0,76,42.0,77,85.0,86,91,68,73,63.0,63,86,65,66,72,72.0,6,11,6,9,15,0,2.0,2.0,1
142016,69,77,72,74,75.0,77,74.0,71,59,74,76,72,75.0,74,67.0,81,78.0,65,71,74,77,64.0,60,68,33,37,32,22.0,15,7,15,8,16,1,2.0,0.0,7
42941,66,73,75,67,72.0,70,58.0,42,62,74,68,72,69.0,71,74.0,76,68.0,74,82,69,75,65.0,73,77,28,27,31,30.0,12,9,9,9,7,1,1.0,1.0,7
138048,28,24,69,64,30.0,68,32.0,35,51,67,73,75,46.0,63,62.0,48,78.0,62,73,27,30,40.0,41,65,66,70,74,71.0,10,6,7,15,13,1,2.0,1.0,1
66308,43,45,48,60,43.0,57,47.0,44,59,56,66,64,61.0,54,74.0,51,63.0,54,51,39,49,52.0,53,37,23,40,49,50.0,9,14,13,12,9,0,1.0,1.0,4
89158,52,49,78,76,49.0,67,42.0,53,75,73,66,73,54.0,79,58.0,78,76.0,79,82,66,63,65.0,50,82,84,79,84,80.0,14,8,14,10,15,1,1.0,2.0,1
156211,64,67,60,66,62.0,76,60.0,62,61,72,79,85,73.0,68,55.0,67,33.0,66,70,69,61,60.0,68,52,42,29,26,19.0,11,8,7,8,12,0,1.0,0.0,4
146676,41,20,59,55,18.0,48,31.0,23,45,49,63,65,51.0,50,50.0,53,57.0,60,70,17,21,29.0,44,64,52,60,66,58.0,12,9,7,11,8,1,1.0,1.0,4
11346,55,24,72,68,32.0,55,34.0,26,66,66,70,72,60.0,68,64.0,34,76.0,69,79,28,59,49.0,43,74,71,77,80,73.0,7,15,8,11,12,1,1.0,1.0,1
148211,48,48,45,58,40.0,50,38.0,40,49,58,66,60,65.0,50,65.0,56,55.0,53,71,48,57,48.0,43,51,45,46,52,48.0,13,9,12,15,12,0,1.0,1.0,4
88934,67,35,63,61,26.0,61,45.0,61,59,67,76,68,75.0,63,67.0,65,71.0,69,65,28,53,59.0,45,75,67,71,71,71.0,9,8,11,7,14,0,2.0,1.0,1
164335,38,22,75,61,28.0,57,29.0,33,57,60,54,54,53.0,71,54.0,61,71.0,67,82,38,31,48.0,35,80,69,73,81,77.0,9,8,8,15,16,0,1.0,1.0,1
98159,55,68,75,65,74.0,67,54.0,72,42,67,69,66,58.0,73,68.0,75,75.0,68,79,64,67,64.0,75,80,14,33,31,35.0,11,6,8,11,15,1,1.0,2.0,4
100882,68,70,80,79,66.0,78,49.0,44,76,75,74,76,73.0,73,51.0,85,90.0,92,73,78,74,73.0,72,80,70,66,70,69.0,9,8,14,16,14,1,1.0,0.0,1
126044,47,62,54,43,56.0,60,53.0,48,37,61,80,81,80.0,58,66.0,55,63.0,69,70,47,60,43.0,51,48,26,22,35,28.0,12,8,10,13,7,1,2.0,0.0,4
54217,62,71,69,71,74.0,68,71.0,51,25,73,68,75,74.0,67,65.0,73,66.0,64,68,69,69,63.0,64,41,35,20,11,12.0,14,12,11,11,7,1,1.0,0.0,4
118540,67,52,35,72,49.0,58,60.0,73,65,66,60,68,70.0,58,74.0,65,62.0,71,64,60,50,62.0,59,52,45,32,42,34.0,16,15,6,7,15,0,1.0,1.0,4
81434,55,73,71,69,74.0,73,60.0,54,54,75,76,84,71.0,72,72.0,80,74.0,76,90,68,76,62.0,73,70,49,28,35,31.0,12,13,13,7,8,1,2.0,2.0,7
79238,11,11,12,19,11.0,11,12.0,11,22,19,53,47,37.0,57,59.0,22,56.0,39,61,11,16,42.0,41,22,22,11,12,11.0,66,63,61,62,69,0,1.0,1.0,0
156729,68,65,67,75,57.0,71,55.0,54,71,74,68,76,56.0,78,59.0,80,62.0,81,84,75,62,66.0,62,88,82,76,79,84.0,12,16,10,11,12,1,1.0,2.0,1
73208,59,47,62,70,43.0,69,56.0,40,64,72,70,73,71.0,68,75.0,75,68.0,74,75,68,32,58.0,42,83,73,70,70,67.0,16,8,10,15,9,1,1.0,2.0,1
68442,68,62,40,72,54.0,71,49.0,70,52,75,73,75,85.0,72,85.0,70,55.0,63,48,65,62,69.0,48,36,43,30,40,43.0,15,10,9,9,12,1,1.0,1.0,4
104298,69,82,79,67,73.0,77,57.0,56,73,78,73,72,68.0,78,61.0,82,66.0,74,87,79,81,73.0,81,72,47,37,36,28.0,8,15,6,15,15,1,1.0,1.0,5
172328,58,64,56,67,43.0,71,57.0,69,49,69,72,65,73.0,64,63.0,71,60.0,64,58,55,63,67.0,65,32,19,37,35,33.0,10,7,13,13,7,1,1.0,1.0,4
7257,30,16,71,56,18.0,35,27.0,30,49,52,41,46,43.0,67,47.0,50,73.0,73,83,25,31,37.0,32,81,70,75,75,72.0,15,9,9,16,6,1,1.0,2.0,1
49908,63,70,70,65,73.0,76,46.0,53,57,74,79,86,72.0,74,70.0,84,73.0,76,86,73,76,61.0,66,74,26,19,21,22.0,11,11,13,12,14,1,2.0,0.0,4
28865,71,66,68,75,61.0,77,79.0,69,67,74,85,85,74.0,73,71.0,77,69.0,75,67,75,74,73.0,55,60,39,32,45,37.0,16,6,12,15,6,1,1.0,1.0,4
25801,43,41,52,72,37.0,55,48.0,47,68,67,69,67,72.0,70,83.0,61,67.0,74,64,42,45,62.0,49,80,72,70,72,70.0,9,10,12,12,11,1,0.0,1.0,3
178837,68,67,47,65,56.0,70,58.0,53,55,69,77,78,79.0,70,64.0,63,61.0,68,65,68,68,66.0,70,62,44,25,27,23.0,10,10,8,6,9,1,2.0,1.0,4
1073,43,78,57,57,64.0,61,49.0,42,48,58,77,78,72.0,63,73.0,75,47.0,62,67,65,64,44.0,45,52,34,34,31,23.0,16,15,7,12,13,1,1.0,0.0,4
74602,40,26,50,56,26.0,46,31.0,28,54,52,63,64,60.0,52,60.0,50,65.0,64,72,35,30,38.0,37,53,54,53,56,54.0,13,11,13,8,13,1,1.0,1.0,4
13106,61,58,61,72,45.0,70,53.0,58,73,71,60,61,77.0,59,73.0,56,70.0,66,56,56,66,70.0,61,65,47,30,49,45.0,7,9,12,13,7,1,1.0,1.0,4
49628,12,17,13,36,13.0,18,14.0,16,37,22,30,33,35.0,77,32.0,21,66.0,29,58,18,10,60.0,21,18,10,19,10,12.0,81,80,79,78,84,0,1.0,1.0,0
49546,22,16,26,27,23.0,13,22.0,20,46,26,59,57,49.0,57,49.0,28,60.0,14,70,26,12,49.0,42,37,13,12,20,20.0,69,63,72,64,69,1,1.0,1.0,0
101768,74,72,59,72,64.0,70,70.0,73,66,72,76,75,76.0,71,68.0,74,70.0,72,65,67,72,62.0,60,70,55,29,38,34.0,12,6,8,15,6,1,1.0,1.0,4
123299,47,36,79,46,31.0,36,44.0,30,49,61,34,34,31.0,64,34.0,58,73.0,69,83,21,22,53.0,52,84,75,72,75,74.0,11,15,13,8,11,1,0.0,1.0,1
75179,12,14,15,30,13.0,11,20.0,14,23,16,50,40,26.0,66,39.0,36,57.0,24,55,11,14,13.0,14,42,17,18,13,13.0,63,55,46,64,66,1,1.0,1.0,0
122357,60,49,45,70,59.0,65,65.0,63,68,68,65,67,75.0,58,68.0,56,70.0,75,67,57,54,69.0,56,64,51,48,65,62.0,9,15,9,12,14,0,1.0,1.0,4
106459,75,45,59,70,44.0,66,76.0,74,63,70,74,74,70.0,66,69.0,58,71.0,76,66,63,64,63.0,43,67,64,68,67,69.0,14,9,6,15,10,0,2.0,1.0,2
26330,32,57,61,50,49.0,53,44.0,31,45,61,70,74,61.0,48,60.0,59,72.0,62,76,55,56,50.0,64,60,39,26,25,28.0,7,14,12,14,12,1,1.0,1.0,4
116849,63,72,59,67,69.0,70,63.0,58,56,74,84,83,75.0,74,67.0,70,81.0,69,56,67,79,62.0,79,53,31,16,28,34.0,10,11,12,13,15,1,2.0,1.0,7
110770,31,18,52,45,22.0,34,25.0,27,39,40,59,60,32.0,48,45.0,41,72.0,70,75,23,19,40.0,32,53,45,57,59,59.0,12,7,14,8,10,0,1.0,1.0,4
180781,39,67,73,63,59.0,62,45.0,41,51,64,74,69,53.0,65,32.0,75,75.0,65,80,50,72,52.0,61,46,36,17,21,19.0,16,13,8,15,11,1,1.0,1.0,4
176052,74,70,69,67,63.0,84,75.0,61,65,79,85,79,78.0,69,82.0,75,66.0,79,75,68,76,71.0,71,42,45,35,29,33.0,9,7,8,16,16,1,1.0,0.0,5
149164,68,38,68,63,24.0,68,28.0,33,60,67,86,86,64.0,69,57.0,61,74.0,76,73,42,58,54.0,40,75,66,64,77,74.0,13,14,14,12,13,1,2.0,1.0,2
155964,35,71,46,58,69.0,72,56.0,42,36,68,76,73,83.0,57,79.0,57,65.0,64,58,50,70,39.0,62,34,21,13,16,19.0,15,9,12,7,7,1,1.0,1.0,4
38094,65,36,65,56,30.0,63,42.0,36,47,69,69,73,64.0,59,68.0,35,64.0,71,66,30,57,58.0,49,55,62,62,67,69.0,14,13,11,9,8,1,1.0,1.0,2
7401,62,55,68,76,52.0,66,57.0,41,75,76,68,72,71.0,76,63.0,68,71.0,82,82,42,62,76.0,66,83,75,74,77,73.0,8,12,15,11,12,1,1.0,1.0,1
13164,67,41,58,66,42.0,67,54.0,41,63,66,67,68,63.0,65,74.0,54,70.0,74,64,40,48,51.0,39,69,62,71,71,69.0,14,6,16,12,15,0,2.0,1.0,3
162100,60,66,68,64,61.0,62,59.0,49,52,64,68,75,71.0,69,65.0,63,65.0,76,66,65,66,60.0,55,58,32,38,39,36.0,12,9,16,14,7,1,1.0,1.0,4
139498,70,36,64,63,47.0,59,63.0,68,68,61,53,53,63.0,68,69.0,71,76.0,61,70,62,58,59.0,49,83,67,72,73,77.0,16,14,14,10,14,0,1.0,1.0,1
68515,57,65,54,67,65.0,66,62.0,66,59,69,69,65,61.0,59,65.0,74,57.0,58,69,69,56,69.0,70,55,38,30,28,27.0,14,7,13,6,12,0,1.0,1.0,4
96475,59,71,77,70,64.0,71,65.0,59,55,73,68,56,64.0,67,68.0,74,59.0,33,77,66,71,56.0,64,72,44,41,46,43.0,6,9,10,4,2,1,1.0,1.0,7
6974,71,52,39,80,45.0,67,75.0,72,78,72,57,53,67.0,69,69.0,61,59.0,68,59,68,65,73.0,69,66,63,44,65,46.0,16,14,12,16,6,1,1.0,1.0,4
1922,73,43,58,71,43.0,70,73.0,52,67,71,79,78,76.0,73,73.0,69,71.0,75,70,62,63,69.0,50,66,73,73,75,74.0,6,15,12,6,14,1,2.0,1.0,2
52708,13,10,19,34,19.0,12,17.0,15,22,11,47,39,37.0,70,29.0,18,72.0,42,80,20,10,45.0,22,33,16,10,16,11.0,76,70,73,78,76,1,1.0,1.0,0
167595,52,25,40,30,28.0,55,33.0,31,28,41,71,77,58.0,49,66.0,29,61.0,63,55,24,43,36.0,40,50,55,50,56,58.0,12,13,8,13,15,1,2.0,1.0,4
1341,45,71,57,59,56.0,67,68.0,61,55,64,90,92,76.0,61,88.0,65,75.0,72,58,67,70,48.0,68,78,36,20,17,21.0,10,13,13,12,7,1,2.0,1.0,4
107255,62,70,68,63,69.0,70,47.0,52,49,67,71,72,68.0,70,57.0,76,70.0,60,80,69,71,60.0,58,67,28,13,33,24.0,11,9,12,7,6,1,2.0,0.0,4
25220,73,41,60,69,60.0,68,60.0,52,64,68,72,80,62.0,70,68.0,72,66.0,78,74,41,67,62.0,49,71,69,74,75,74.0,12,15,15,11,12,1,2.0,2.0,2
178218,71,64,52,72,54.0,80,74.0,73,73,79,92,91,93.0,68,90.0,68,76.0,56,45,66,67,62.0,74,44,40,17,22,20.0,15,7,9,8,16,1,1.0,1.0,6
86927,69,68,46,77,65.0,74,68.0,76,76,73,54,49,61.0,59,74.0,76,64.0,61,62,75,68,76.0,82,54,48,38,60,46.0,16,9,7,8,7,0,1.0,1.0,5
40693,34,25,76,62,27.0,46,33.0,17,66,60,67,69,58.0,76,54.0,65,81.0,69,80,36,29,30.0,27,78,84,84,86,80.0,4,4,4,4,4,0,0.0,2.0,1
39175,61,41,67,62,45.0,60,56.0,46,58,62,64,67,61.0,65,59.0,59,76.0,84,75,58,54,51.0,35,71,65,67,66,65.0,7,10,16,16,9,1,1.0,2.0,1
101397,65,45,61,76,49.0,73,36.0,66,68,74,70,68,72.0,75,81.0,62,90.0,88,74,36,48,65.0,34,71,73,70,76,74.0,14,12,13,11,12,1,1.0,2.0,1
83057,11,19,13,23,15.0,11,18.0,19,33,21,61,57,59.0,63,44.0,23,74.0,35,70,13,16,31.0,18,34,23,18,12,13.0,75,57,61,63,75,1,1.0,1.0,0
10335,14,16,14,19,13.0,17,11.0,18,28,35,47,55,59.0,72,56.0,28,74.0,25,72,19,19,56.0,42,34,23,14,15,14.0,82,76,75,75,78,1,1.0,1.0,0
145567,58,51,38,64,51.0,76,67.0,57,51,72,84,85,81.0,57,74.0,69,56.0,67,65,54,62,60.0,63,57,34,27,35,36.0,16,14,11,16,12,1,1.0,1.0,4
76271,45,69,60,59,54.0,67,48.0,42,52,68,79,79,62.0,66,69.0,65,63.0,69,65,59,69,58.0,67,32,22,16,23,24.0,9,15,14,8,16,0,1.0,1.0,4
76176,55,67,69,61,66.0,63,55.0,48,44,64,78,81,77.0,68,52.0,74,83.0,63,75,65,71,53.0,68,83,46,29,45,34.0,16,10,11,16,8,1,2.0,1.0,4
75746,35,67,68,46,62.0,63,61.0,61,49,61,70,73,70.0,64,54.0,66,83.0,81,82,62,62,46.0,64,64,32,15,19,18.0,7,15,11,11,13,1,2.0,1.0,4
46081,42,41,73,58,41.0,56,42.0,29,66,58,66,68,64.0,53,55.0,49,76.0,65,85,24,37,32.0,45,74,67,68,74,63.0,12,7,12,13,10,1,1.0,1.0,1
39452,64,65,70,65,62.0,69,43.0,40,64,66,77,91,80.0,61,68.0,72,84.0,71,66,62,66,64.0,70,59,34,16,19,18.0,11,11,13,7,16,1,2.0,1.0,4
111991,70,72,68,79,72.0,72,66.0,62,77,77,73,76,74.0,75,56.0,75,76.0,86,76,75,75,72.0,64,68,65,55,69,67.0,7,11,13,13,14,1,2.0,1.0,4
13021,39,61,60,54,61.0,47,42.0,42,50,57,71,70,67.0,60,63.0,70,60.0,58,73,48,59,59.0,69,70,44,44,41,43.0,9,13,10,9,7,1,2.0,1.0,4
127922,60,53,55,70,34.0,68,58.0,52,64,67,74,76,76.0,68,84.0,70,70.0,81,78,66,42,49.0,57,78,66,69,75,67.0,10,16,12,6,9,0,1.0,2.0,3
31772,46,64,66,53,56.0,56,48.0,35,41,59,74,76,61.0,64,73.0,75,88.0,85,82,56,66,67.0,61,78,31,35,50,25.0,8,13,14,9,13,1,2.0,2.0,4
165767,68,56,63,64,36.0,65,45.0,60,58,60,63,53,60.0,71,54.0,65,68.0,76,71,43,41,45.0,63,77,70,72,69,73.0,14,15,11,14,11,0,1.0,1.0,1
61608,74,74,57,77,74.0,80,81.0,77,73,82,76,72,83.0,73,66.0,77,70.0,69,59,78,75,78.0,73,57,32,33,48,44.0,14,15,7,7,8,0,1.0,1.0,5
